Summary: 
CPU Latency Tag,Hit Count,Average (ms),Minimum (ms),Maximum (ms)
CalcPrivateVideoDecoderOutputViewSize_D3D11_1,600,0.001,0.001,0.017
CodechalDecode::Execute,600,0.702,0.340,69.100
CodechalDecodeHevcG12::DecodeStateLevel,1200,0.245,0.108,39.060
CodechalDecodeHevcG12::SetFrameStates,600,0.125,0.021,18.492
CreateVideoDecoder_D3D11_1,1,18.172,18.172,18.172
DestroyVideoDecoder_D3D11_1,1,0.000,0.000,0.000
First Frame Time,1,79.010,79.010,79.010
VideoDecoderBeginFrame_WDDM2_4_D3D11_1,600,0.002,0.001,0.008
VideoDecoderEndFrame_D3D11_1,600,0.054,0.039,0.103
VideoDecoderSubmitBuffers_D3D11_1,600,0.822,0.355,69.123
