Summary: 
CPU Latency Tag,Hit Count,Average (ms),Minimum (ms),Maximum (ms)
CalcPrivateVideoDecoderOutputViewSize_D3D11_1,130,0.001,0.001,0.003
CodechalDecode::Execute,130,0.953,0.359,17.489
CodechalDecodeHevcG12::DecodeStateLevel,260,0.311,0.114,7.347
CodechalDecodeHevcG12::SetFrameStates,130,0.238,0.030,11.849
CreateVideoDecoder_D3D11_1,1,18.978,18.978,18.978
DestroyVideoDecoder_D3D11_1,1,0.000,0.000,0.000
First Frame Time,1,65.700,65.700,65.700
VideoDecoderBeginFrame_WDDM2_4_D3D11_1,130,0.002,0.002,0.012
VideoDecoderEndFrame_D3D11_1,130,0.057,0.037,0.095
VideoDecoderSubmitBuffers_D3D11_1,130,0.969,0.372,17.520
