Summary: 
CPU Latency Tag,Hit Count,Average (ms),Minimum (ms),Maximum (ms)
CalcPrivateVideoDecoderOutputViewSize_D3D11_1,600,0.001,0.001,0.014
CodechalDecode::Execute,600,0.465,0.342,15.297
CodechalDecodeHevcG12::DecodeStateLevel,1200,0.163,0.108,8.800
CodechalDecodeHevcG12::SetFrameStates,600,0.051,0.020,5.508
CreateVideoDecoder_D3D11_1,1,19.455,19.455,19.455
DestroyVideoDecoder_D3D11_1,1,0.000,0.000,0.000
First Frame Time,1,66.508,66.508,66.508
VideoDecoderBeginFrame_WDDM2_4_D3D11_1,600,0.002,0.001,0.008
VideoDecoderEndFrame_D3D11_1,600,0.055,0.041,0.117
VideoDecoderSubmitBuffers_D3D11_1,600,0.496,0.357,15.321
